No.,No. 2,No. 3,Time,Review text,Rater 1 - Valence,Rater 1 - Arousal,Rater 2 - Valence,Rater 2 - Arousal
1406,22473,749,12/13/10,"Tips:   - Sidewalk parking - Cash Only - Dishes take a while to come out Food: - Good, not great, but is definitely authentic Service: - umm... could be better.  seems like they could care less what customers think because they always have someone in line to take your seat if you don't like them anyways. Overall:  Good, but not to die for.",6,5,5,4
1407,109523,68,3/4/14,Amazing! Highly recommend dining here. Order the Napa Cabbage dish (it has pickled mustard greens- unbelievably delicious!!). The owner is an awesome guy- the interior/ambience is  beautiful. Go!,9,7,8,9
1408,15640,398,3/7/13,"So how does one bypass the 1 to 2 hour wait at 6:00 on a Friday? You saddle up to the bar as a single diner that's how. Yep, have no shame, just go try it and enjoy yourself some home style Japanese cooking. Halfway through dinner I struck up some conversation with a Japanese couple and they told me that there are hundreds of Ootoyas in Japan and they serve a healthy kind of fast food. This one is apparently a high end, home style version. First off, there are a lot of choices on Ootoya's menu. There must be 75+ items available for order. You should just accept that there will be items you will have to make a 2nd trip to try. All of the dishes were also presented in an artful and visually appealing way. I started off with the japanese tofu and it had a sesame, soy like, nutty flavor. For some reason I was expecting a fried tofu but it arrived in cup and it had a consistency similar to flan. Another pleasant surprise was the tuna carpaccio. I thought it would arrive as pounded flat tuna with oil and some spices but instead I got a nice looking plate of domino sized blue fin tuna (check out the photo). The tuna was seared perfectly and it came with a pickled radish and shallot salad. I then moved onto some yakitori and the beef, potato and cheese croquettes. The yakitori I had was average. The liver was good as was the thigh meat with garlic. The breast meat with wasabi was basically eating wasabi. You get to choose either a sweet sauce or a salt wash with your yakitori. My suggestion would be to skip them and try some of the other dishes. The meat and cheese croquettes were really satisfying. The exterior was crunchy (they arrived resting on a mini wire rack to prevent the bottom from getting soggy) and the interior was hot and savory. Lace it with some of the semi sweet sauce and you have a japanese version of a fried shepherd's pie. Amazing right?!? I washed all this food down with some tap beer, although I wish the glasses were pints and not pilsner glasses. The service at the bar was great, I had my water refilled multiple times and plates cleared accordingly. I saw many guests eating mackerel box meals and half bowls of rice and fish. A few dishes I will need to return and try include the soba, the pork belly and maybe a hot pot.",8,8,7,7
1409,26040,91,2/20/10,"Great cozy spot for a quick bite to eat, who doesn't like fries!?! But you would think fries would be cheaper than they are here. $4.50-$8. Favorite sauces: mango chutney, tomato basil, garlic mayo, mexican ketchup, and anything curry. I like to order a large sized cone of frites, because I get overly excited by the smell of this place and the potatoes. but i end up fighting myself to throw half of the fries away out of gluttonous guilt and constant humiliation from groaning while biting into them...",6,7,8,8
1410,43278,475,3/25/13,"Solid place to meet up with friends and just have a drink. No need to be up-tight, pretentious or ""try too hard"" at The Three Monkeys. The bartenders and waitstaff are courteous and fast, prices are reasonable and the wings are pretty good! They also have some TVs and a very large projector so it's a good choice to watch a game here. I came this past Saturday during March Madness and got to see all the action, while hanging with friends. The Three Monkeys would be a great ""Plan B"" type of place...",7,6,9,6
1411,20734,72,11/11/14,"Ramen would be delicious, however.. please people who want to be serviced never visit here. A long waiting line is fine because it would be usual for famous restaurants. BUT, you could not believe that an employee will wait you finish before about 10 minutes you finish, and nudge you to leave your table. And, can you believe that an employee will follow after you to the outside for MORE TIP? Last weekend, I leaved a tip as 15% of the price, but a guy chased me and said ""you had to give more"" and his reason was, unbelievably, ""you should have given to me 15% of the price INCLUDING a TAX."" What an incredible service and manner is this! I was there with my friends, and an employee argued me for his a little more tip with his own calculation. Please, IF YOU WANT TO BE SERVICED, NEVER GO THIS TOTTO RAMEN!",1,9,2,9
1412,38856,122,6/29/14,"Let me be clear. I Love this place. My wife and I live around the corner from here and have come in often. The food is wonderfully adventurous and watching it get prepared before your eyes makes for a good show. Wine List is good as well. One Problem. The Hostess. We support new spots in our hood. When this place first opened it was Quietsville. No one was showing up and we decided to take a chance. We had a great night. Food and music was spot on.  We were happy and excited when the restaurant popped off and people started to come. But sadly,  the hostess has not been trained or just has a bad attitude when it comes to greeting guests when the place is busy. On more than one occasion, we have wandered into Bergen Hill on a whim to see if we can get a nice dinner / drink. The first time, the hostess (without looking up or making eye contact) asked if we had a reservation. I said: No but...we were wondering if we could---and before i could finish my sentence she barked: Sorry we are fully booked and walked away from us. My wife and i aren't sensitive people at all but this was just stank. She was really rude. We shook it off, thinking it was just a one time thing and she was really stressed out and new to the fury of having to juggle seats at a small eatery BUT it happened 3 more times. She really has turned us off to this place. and it's sad because the head chef is so personable and sweet and the restaurant is just awesome. like i said, the vibe is great and the food is delicious but if the first face you see and interact with is unpleasant, it can really poison the well. get thee to a learning annex workshop, girlfriend. stop throwing shade and being so stank. you don't want to alienate your core diners, the ones who live in the neighborhood and want to have a nice bite at the bar two nights a week. just saying.",3,7,4,7
1413,82695,410,6/11/09,"This is my favorie afterwork spot for good food and drinks.  I've been going here for 2 years now and am never disappointed.  My favorite day is Tuesday because all tapas are half off and they have many drink specials until 8pm.  Their delicious sangria is one of the many things that has me always coming back.  Their menu is pretty diverse but I tend to order the same thing always.  Guacasalsa (best guac ever!), and churrasco with mashed potatoes.  Other favs are their yuca fries and pinchos variaros.",8,4,9,1
1414,145451,801,1/28/14,"Food was good, but it is way too noisy.  This  evening the noise was due particularly to one table of six in back of us who were shouting. We  decided to leave early. The director made the mistake of asking me  how i liked the restaurant. I told him he could   have asked the table to quiet down because others were trying to enjoy their dinner. This was  a foreign notion to him.  I could have been speaking Vulcan. We have good seafood  restaurants  in Los Angeles, and we have noisy ones to, but tonight Sea Fire was a sports bar.  Go  Chargers!  (oh...they are not playing are they).",4,4,4,3
1415,2660,895,7/30/14,"Good and simple cuban style food. Great for take out as the dinning room is not very comfortable. Good lunch option for amount of food, price and location.",7,3,6,6
1416,48600,453,7/5/14,"place was great food was good , service was a little lacking , our server was awol for long peroids of time.  hopefully next itme the service will be better",6,6,7,8
1417,13640,449,8/23/11,"Pancakes! Pancakes! Pancakes! There's a reason why this place consistenly makes top 10 pancake lists. I'm as much of a pancake snob as I am a pizza snob. All these complaints seem to be from people that haven't had the pancakes or the breakfast. Going here for something other than pancakes is like going to a fantastic burger joint and ordering a hot dog. You've only yourself to blame. I've seen people from the likes of Jon Stewart to Harvey Keitel enjoying the amazing breakfast that this restaurant offers. The pancakes are a bit on the pricey side but well worth it. You know a place cares about their pancakes when they give you a jug of real maple syrup. You know a place doesn't care enough when they give you a jug of the fake stuff. Finally, you know a place is hoping you don't even order the pancakes when they give you those little syrup packets. Thankfully, Bubby's is a place that cares. Every time I come here I order the sour cream pancakes and they never let me down. I might have trouble getting up after eating them because they can be pretty heavy. They aren't as light and fluffy as Clinton St. Baking Company but they are just as tasty. I would say that these are more like ""Man""cakes. They have a sweetness that can satisfy the delicate types and a heartiness that can make even a fat guy split it with you. Of course they have other things here, specializing in ""comfort"" food. Their lunch and dinner are ok but of course the breakfast is where it's at. Don't get me wrong. I like meatloaf just as much as the next guy. I just can't remember the last time I jumped for joy after eating it at a restaurant. Mac n cheese as an entree just makes me want to laugh and think of my old college days. With such and fantastic breakfast, I just wish they would have omelettes on the menu instead of just the special ""omelette of the day."" I'm also a big fan of a place that has cheese grits. No shame in admitting it. You don't need to own a mobile home to enjoy these. If you come on a weekend morning you'd better arrive shortly after it opens or be prepared to wait. It's a pretty popular go-to place for friends and families. The drinks at the bar are pretty unique. After drinks, be sure to have your picture taken at the vintage photo booth downstairs. Just keep it semi-clean. It's family place, after all.",8,8,9,8
1418,99382,486,6/4/10,"This place used to be a hole in the wall and they remodeled the place nicely so people can sit, though it's often crowded, a short wait will get you a seat. I love Vanessa's, I take friends there who are from out of town, broke ass pals or anyone who wants dumplings. I get hot and sour soup, a soda and a veggie scallion pancake and am out of there for less than $3. Top that, anyone in the world! I just wish they had fried veggie dumplings, which no one seems to have.",7,8,7,5
1419,8553,755,12/28/14,"The noodles are pulled out of sight in an attached kitchen, but I caught a few glimpses when the door opened and can attest to the method. The restaurant is Taiwanese, but trafficking in a style of noodle associated with northern China. Wherever the exact origin of the chef, the results are excellent. The elbow-shaped street where the hand-pulled noodle shop is located is a wonderfully bizarre assortment of establishments - from the historical yet touristy Nam Wah Tea Parlor to the upscale twin speakeasies on the corner. A meal for two is available at Nam Wah for the price of a cocktail at either of those places, with a choice of protein. I'd go with the sweet roast pork or the chewy pieces of beef, both of which add heft and texture to a stir-fry. There is beer here, so this would make a nice place to get a little loose before heading to the weekly jazz nights at Apotheke. While perhaps not the very best noodle in the City, this is certainly a welcome addition to Chinatown. The half dozen or so tables seem constantly booked whenever I walk by. If there is an open table, definitely sit down and try it.",5,5,5,4
1420,43036,149,9/23/14,"BEA and it's very kind owner + staff care for their guests like family. It is so refreshing to find a place here in nyc that has the perfect balance of service, menu and atmosphere.  The cocktail and wine selection is well curated. The menu offers a scrumptious selection of both comfort and sophistication foods. The Atrium area is perfect for small parties as well.  I have been here a few times now and the most important thing I can share is that everyone that works there cares about you and if you're having a pleasant experience. BEA is a true gem! Please check this place out for yourself. Cheers!",9,8,7,6
1421,4943,508,9/24/12,"By now New Yorkers are familiar with Chef Michael White's work. The Wisconsin native's star has steadily risen ever since his arrival in the New York restaurant scene. Aside from Osteria Morini he oversees the Michelin-starred restaurants Marea and Ai Fiori and just a few months ago opened the pizzeria Nicoletta. Osteria Morini opened in late 2010 and within a few months made it into every food critic's list. An homage to his years in Italy and to the cuisine of Emilia-Romagna, the restaurant oozes in warm boisterous appeal. From the terra cotta façade to the walls filled with various kitschy Italian country décor, the cute grandma plates to the hearty laughter and conversation that spreads throughout the dining room, Morini is an endearing showcase of White's cooking and hospitality. The menu is filled with rich, meat-centric dishes that are generously flavored and over all hovers along the border of excess. Start with an antipasto or share a selection of cured meats and cheese to excite your appetite. Be careful not to go overboard though since you must have the pasta here. Whether it's the gnocchi, tortellini, ravioli, or tagliatelle the pasta is as close to perfection as you can find in this town. Perfectly al dente and neither overwhelmed by the sauce nor lacking in flavor each dish will delight you. The saffron pasta with shrimp and mussels in particular is delicious and any that are paired with meat ragú is highly recommended. Entrées of fish, Cornish hen, and spit roasted meats complete the menu but if it's your first time then save those for the next visit and savor the glorious pasta. Or come with a larger group and share everything family style. The wine selection is a smart selection of wines from the region which gives diners a chance to learn about and enjoy the wonders of the Italian sparkling wine lambrusco. In fact the lambruschi can be enjoyed as flights of 3-ounce pours each. For dessert opt for the sublime panna cotta with seasonal toppings or if you need something to preempt that inevitable food coma then order the affogato. It's been almost 2 years since Morini opened but expect there to be a big crowd every night so make sure to call ahead for reservations. And if you want a relatively quiet table then request one towards the back and along the wall so as to be away from the flurry of movement to and from the kitchen. Otherwise, come in with friends and family and join in on the revelry of an Italian feast. For more on Michael White check out my posts on Examiner!",9,9,8,9
1422,41420,137,10/10/12,This place is nitty gritty style burgers...Nothing fancy just good ole beef draped in cheese and smothered in grease and bbq sauce for me...I almost tried the veggie burger avocado wrap but instead just went with an old fashioned burger with sweet potato fries and got straight to the point! That's how I would describe this place...straight to the point...not the most amazing burger I've ever had...but a good one indeed,5,4,7,3
1423,54055,220,1/8/14,"Best date spot! It's quiet and gorgeous. Came for tea and dinner. Dinner was okay. Tea and desserts is where this place shines. Do go for the crime brûlée. Delish! If you haven't experienced the toilet, you're missing out.",7,5,6,6
1424,6579,455,11/21/13,"My first go at a Bahnmi and if they are all this delicious, flavorful, and fantastic, I will be one lucky girl.  I've passed the small restaurant several times on my way to work and made a mental note that I would definitely try it.   Yesterday while looking up dinner options on Seamless, Bahnmigos popped up.  I ordered the summer roll and the pork bahn mi.  I mean, I guess I liked it because I ordered it again for dinner tonight.  A flaky and soft baguette with pickled carrots and cumbers all surrounded with some seriously deliciously marinated pork. The kicker is that the sandwiches are only $6.50 and an order of pretty big, fresh rolls are only $4.50. This could become a serious problem.",5,6,7,6
1425,6741,416,11/8/08,"Failing to see what the fuss is about.  Yes Jay-Z, Bono and Batali are investors but I fail to see the point.  Brunch was good but not out of the ordinary - basically just plain average.",1,7,2,5
1426,22443,486,5/13/10,"pork sandwiches is recommended. price saved me from giving it a 1 star. it was way to greasy for me, i had to drench it in Sascha sauce which totally killed the actual flavor.",3,6,2,6
1427,133031,699,10/19/11,"I love, love, love this place! The food is superb & your truly get a bang for your buck. The service is great. I suggest to anyone who want to dine here to make a reservation because this place is popping. The fix priced menu is phenomenal & they have a great vegetarian selection.",8,7,9,9
1428,1940,658,10/1/10,"The pizza was good, the Spumoni was Great.... that said, if you don't live in the neighborhood, there is really no reason to go here.",6,4,5,4
1429,16260,57,4/20/14,"Cafe Sabarsky is located in quite a ritzy area in Manhattan. There is usually a 30 minute wait for a table, and you have to go through security, which is quite annoying. However, the cafe is a cute little gem across from Central Park, and has a different German/Austrian theme. I had the edelberry syrup with sparkling water, which was refreshing and unique tasting, and a delicious soft pretzel with lots of mustard. My friend got the bratwurst with sourkraut and potatoes, and that was good as well. I also had the hazelnut tart with berries, even though it was hard to choose because they had an entire page of desserts. It was good, even though I must say I've had way better tarts in my lifetime. The downsides are that their menu is a tad bit on the pricey side, and doesn't offer a huge variety of food- mostly just sandwiches and sausages. My tart was $9, and the bratwurst was like $18- but it's understandable given the location. I recommend going to Francois Payard, Bouchon bakery, Lauderee, or Maison Kayser for better desserts. Some of the wait staff were also pretty unfriendly and unhelpful. However, I still enjoyed my experience there and might go back in the future.",5,4,5,4
1430,7761,82,4/14/13,"Meh is pretty much it. You're there for the attractive crowd I guess, because the food I had really wasn't strong.   I hadn't  been in here in a few years, but I had regarded it well before. I went last night with a b-day party, crowded, loud, lots of pretty people- NYC Saturday night! The potato chips with bleu cheese were bland. The bleu cheese sauce tasted more like cream than bleu cheese. Sad face. And the sauce should really be served on the side, not doused into the bottom of the bowl and on the chips, because it's easier to share that way and the chips wouldn't get soggy. I also tried the ""crispy"" fried calamari, which wasn't crispy or particularly good. I then had the mussels- a little over-cooked and the sauce wasn't great, most of it's flavor came from red chili (I think), making it strangely spicy (and the menu didn't mention anything about this element). Others in the group ordered fish, which was reported to be good, and one ordered the rib-eye, reported to be passable but not memorable. Our server was very good though, it should be noted.  However, the bus/runner coordination wasn't good- apps weren't bussed when the entrees arrived, and the runner had no idea what went where (we were a party of seven).   So for the level of food you get, it's a REALLY expensive place. So don't kid yourself about why you're there- it's the scene and the group you're with, knowing you'll spend a lot for so-so food.",4,5,4,5
1431,124605,639,10/16/12,"Wow tried a VIP today and was one of the best sandwiches I've had in a while, everything is freshly made, service was great and fast!!!  All about quality must try.",9,9,7,9
1432,4018,11,8/27/13,"Lots of mixed reviews; wasn't sure what to expect.  But the menu was delicious and as a vegetarian I was pleasantly suprised to find a lot of good, seasonal veggie dishes on the menu.  The decor is amazing and the place has the vibe of both a neighborhood spot (does everyone here know each other???) and a good place to take out of town friends  you want to impress.  The best part was being able to see into the kitchen--an intimate peek you don't get in a lot of places around here, where you can't tell if your food is being scraped off the floor or what.  The drinks menu is fun and funny, the wine list delish and I'm not going to complain about the prices because each dish was beautifully prepared with lots of delicate touches.  What's great it that is seems like the menu rotates around a few tasty standards (I won't eat it, but the burger looks deeeeelish and juicy, and the french fries are spot-on), but the specials follow the trends in the market.  What that means is that if I go in more than twice a month, I'm still pleasantly suprised by various menu options.  Oh! and the creamy corn dish is to die for.  I could eat that morning, noon and night.",9,8,8,6
1433,6191,451,11/27/13,"This is one of those restaurants that I've walked by so many times, each time looking in and saying ""this place looks great, I need to try it"". For some reason it still took me too long to finally make a reservation.  This place is always packed so unless you're ready to wait it is worth making a reservation ahead of time. The atmosphere (warm, romantic, pretty loud) is perfect for date night or a small group - any bigger and you probably  won't hear each other.  We lucked out and were seated at a table in the back corner tucked away from the main area next the bar. Given its focus on Whiskey, I opted for a whiskey/prosecco cocktail but if you're more adventurous there is a huge Whiskey list from different areas/countries (plus various Whiskey based cocktails and wines).  The menu is relatively small but has a lot of different options ranging from your typical Southern influenced food plus raw and cooked seafood dishes. The complimentary cornbread was a great starter. We really enjoyed our appetizers (crispy grits and country ham) but thought the entrees were amazing. The duck was some of the best we'd ever had - perfectly cooked and so much flavor. Great dining experience altogether with friendly service. Can't wait to come back for dinner/drinks again and to try brunch as well.  Yes, it is a little on the pricier side but overall great option in Flatiron.",8,8,8,6
1434,101104,504,8/26/14,The sandwiches were fresh and delicious! Be sure to grab an iced drink and a sandwich to get a FREE cupcake. The girls who work there are cute too! Cozy inside but there's Columbus park across the street if you can't sit inside.,8,7,9,8
1435,30746,93,3/12/11,The food as amazing! Service was prompt and polite. Reeeally crowded.,6,7,6,8
1436,76325,364,5/8/14,"I loved this place, and the next time I am in New York, I will be back for sure. The food is a bit spicy, but I loved every bite. But don't go just for the food, The music is crazy! Oldschool Hip-Hop at it's best!",9,9,8,9
1437,20264,510,9/21/07,"Cozy spot, great corn, strong drinks, bang for the buck, and would come again at an off-peak time. There is some conflicting corn-related information in the previous reviews here, but I'm certain mayo and chili powder are involved (and maybe cayenne pepper -- definitely a noticeable kick), the slathered mayo being crucial to all that cheese and chili powder and limeyness adhering to the ear. To add to the cheering section: good stuff! And, same price per ear as at the Red Hook Ball Fields, but ever so much more accessible to the slothful Manhattanite. (I followed prior Yelpers' advice about bringing floss. So key to be able to enjoy my corn unfettered by worries about future tooth obstruction!) We had about an hour wait on a Friday night at 8:30, which was tempered by a couple of very potent mojitos. Sopesitas (corn cakes), average. Pechuga de pollo al pipian (chicken in pumpkin and tomatillo mole) was really nicely and subtly flavored. Enchiladas de mole poblano (chicken, chocolate-less mole) was decent, but not too memorable. Entree portions were huge, though, and we rolled ourselves out of that place -- whereupon we paused for 7 minutes and then headed for pudding at Rice to Riches, coffee and aperitifs at Cafe Gitane, and drinks at Shebeen. Yeah boy.",8,6,8,6
1438,96290,468,1/29/10,"MMMmm. I'm not a huge Chinese food person, but it's just one of those things you do in New York. My parents and I happened across this place while wondering through the different neighborhoods in Manhattan. Joe's Shanghai is unassuming from the front, but you could see it is bustling on the inside. There seemed to be a fair mix of locals and tourists with large family-style seating. We sat at a round table for ten with two other families, one from the neighborhood, one from Jersey. We ordered pork soup dumplings, because from what we gathered, it's practically law at this place, and we were happy we did. It was the perfect steaming beginning to the meal, especially after walking around in the cold for hours!  We ordered a few standard entrees (beef & broccoli, chicken with plum sauce, and another I can't recall) as well which were very tasty and served in large portions. The service was very friendly and attentive, and they served Fanta by the can. I will definitely be returning, such a fun and welcoming atmosphere, amazing soup dumplings and good memories to be had by all!",8,8,9,9
1439,56307,855,1/5/13,"Food and service were excellent. We had a bad table but that is not their fault. However, when we left the restaurant both my date and I noticed how much our clothes stank of old oil. One day of airing later and our coats, sweaters and scarves are still stinking. I'm not going to go back there unless they do something about the ventilation.",1,9,3,9
1440,41440,38,8/16/12,"Pretty cool place. I ordered: 1.  smokehouse turkey club smoked Gouda thick cut bacon smoked turkey breast homemade barbecue sauce Melted cheese, meat, bacon, bread - YUMMY. This is probably not something I will have often, since it's pretty decadent. 2.  shop tots (tater tots) The tater tots were scrumptious, and sprinkled with Parmesan cheese. Delectable all on it's own without dipping sauce. I would come back for these alone. 3.  truffle mayo (homemade dipping sauce) $0.99 extra - it was yummy, but not sure if it was necessary. I'm glad I tried it though. 4.  creamy red cabbage slaw Not as creamy as I had hoped, but that was probably best (considering all the greasy goodness going on). Helped to cut down some of the decadence. The person placing my order was super nice - I wanted to give her a hug.",9,7,8,8
1441,50580,649,7/24/14,I just moved to Astoria two weeks ago. I had lived in Italy for 16 years prior. I have been to every region in Italy and I can honestly say that Trattoria L'incontro's food is better than any Italian restaurant I have dined at  during those 16 years! The service was first rate. Staff was so friendly and professional. No need to ever open the menu - the specials are never ending and beyond delicious. I still can't believe that this restaurant is a ten minute walk from my apartment. No need to go into Manhattan because this can't be beat! It was also a real pleasure to meet Chef Rocco in person at the end of our meal. Grazie e a presto!,9,7,8,8
1442,128279,662,9/13/14,"So yummy! The meal started with free bacon fat popcorn and ended with free yakult per person. We ordered Oxtail Terrine, Yellowtail Tartare, Scallops, and the Lychee Panna Cotta for dessert. Everything was perfect. The oxtail was crispy on the outside and tender on the outside. yellowtail bursted with flavor and scallops were really tender. The lychee panna cotta came with buttermilk sorbet. It was a strange but good combo.",9,8,9,8
1443,93626,465,10/25/13,"Was visiting from California looking around Brooklyn for a good pizza place.  Discovered Grimaldi's and saw some good reviews on Yelp so we took a chance.  This was a simple pizza with pepperoni, sausage, mushrooms, and jalepenos that they turns into something so delicious I can hardly describe it.  The pepperoni is nothing like what you find in California pizzas.  The circles are smaller, cut thicker, and have the most amazing peppery flavor to them.  They start the pizza with sliced mozzerella, then a layer of toppings, and finally the sauce.  Maybe that is the clue to a better pizza. Or, more likely it's the sauce... it was delicious with pieces of basil which added so much extra flavor.  If we ever return to NY, we're definitely returning to Grimaldi's.",8,8,9,8
1444,59177,255,4/18/14,"A very cosy and romantic place for dinner dates, try the shrimp cocktail because that appetizer is beyond amazing, the burrito could've been better but anyway overall the atmosphere was wonderful, really nice and quiet little place. Will definitely go back",8,8,7,6
1445,10076,498,12/30/13,"Time after time, I am always impressed by this hidden bit of awesomeness. The first time I came, I had no idea what to expect. But the service is always exceptional (case in point, the host who moved around reservations to get us a seat right away). Happy hour specials are spot on with huge bowls of Mac & cheese made with their own cheese. $5 infused cocktails are also great, as are the drinks on their full menu. It's a great place to hang out with friends, although it's just a tad loud for real conversations. Lots of seating options and I love the atmosphere.",8,8,9,8
1446,92426,529,5/12/09,"Best cafe in the city. A quiet, relaxed atmosphere. Classical music drifting in the background. I like that traditional coffee/bagel combo, but they also have some truly great tea, and the onigiri are fresh and delicious (personally, I prefer the grilled salmon). The specials change daily, and they post them on their blog (ashboxgreenpoint.blogspo… if you're curious). I recommend checking out the bathroom too. Like a perspective funhouse with a cool sliding door.",9,1,8,4
1447,25591,82,1/22/14,"Good Brunch options and quick service. The one-hour wait was ultimately worth it. Smith, a local joint that can truly pull through for it's customers.",7,2,6,3
1448,109951,247,10/31/10,"Ippudo has great ramen, but it's definitely not as good as it used to be.  The pork is a bit drier now, but the pork buns are still amazing.",7,2,6,4
1449,59460,256,8/20/14,First place I ate in New York. Went with my wife and then 15 month old daughter and had a blast. Service was awesome and food was excellent. Everyone looked like they were having a good time which made the atmosphere great. Will come back when we revisit NYC.,8,3,9,3
1450,128364,662,10/31/12,"Fantastic meal! Each item had an incredible combination of flavors. And all this just 1 day after Sandy! ""Thank you so much"" to the incredible staff for pulling together so quickly after a hurricane to provide a wonderful meal to a couple out-of-towners!",9,7,8,8
1451,151144,859,5/20/11,I'm from los angeles came here on vacation and I must say this place is DELICIOUS!! We waited almost an hour an a half..super packed an also tiny but it was definately worth the wait!!& we got the little exclusive room so that was a plus!! Ps! The vanilla mochi is to die for!,8,8,9,9
1452,1876,604,1/11/11,"Came here to try the famous Prosperity Dumpling. Decor: 2/5 -This place is tiny! with alot of traffic. -The huge trash bin takes up like 1/6 of the tiny dining area. Service: 4/5 -Service was fast! Dumplings: 4/5 -5 fried pork & chive dumplings for $1.25 (Even though their menu says $1) -These were freshly fried and tasty. If this place opened near NYU, they'd bank even more. Hungry but on a budget? Come here! I'm definitely coming back to try their sesame pancake!",7,7,7,5
1453,7918,100,1/10/11,"It's so fluffy i could die!!! Really it is! And I'm talking about the pancakes here! They're seriously fluffy and light, granted charging $13 for about 4 pancakes is kinda steep but damn they are fluffy and light! They make an awesome fried chicken too! Let's face it, all your new years resolutions are gonna go out the door. Its ok, its tasty! I usually go during the off hours, that is for dinner, where its not as crowded, yes you can eat pancakes for dinner why not? I'm just here for the pancakes, so just leave me alone, I'm not here for polite conversation! Yes its dark in here, but not too dark where I can't see my pancakes! Is it pancake month yet?",9,9,7,9
1454,82972,454,5/9/14,The service was great! Very friendly and attentive. And the food was amazing! I had the mac attack thanks to all the previous recommendations and I do not regret it. So delicious and rich. Great place to come for a casual meal and some people watching.,9,6,9,8
1455,2925,528,10/1/14,"Love their lobster roll; the crispy, buttery bread and fresh lobster meat make their rolls the next best thing to the ones I've had in Maine and Boston. So far, definitely the best I've had in NYC. Unfortunately, I had to knock a star off for the steep price and tiny portion. The size of their lobster roll is really like half a roll and for $15 a roll, it would take 2 orders to fill me up, even with the combo for chips and drink. So, it can definitely get pricey for everyday lunch, but I'll definitely be back every now and then if in the area.",7,7,7,6
1456,123454,632,11/23/14,Had 3 pizza slices 3 waters and Corona beer for $20. The pizza was good but not the best I ever had. It did hit the spot for a quick bite before a show. Seating was slim. Only 2 outdoor tables.,5,1,5,2
1457,56994,841,12/17/10,The chicken biscuit  sandwich was excellent and it was only like 5 dollars! I am craving it right now!  Go try it yourself. You will not be disappointed. Highly recommended!,7,5,9,8
1458,4671,251,2/21/11,"We got the pork butt with a large group .. and it was amazing. The meat was incredibly tender, and literally fell off the bone when we pulled it.. Regardless.. I think this place is ridiculously overpriced. Pork shoulder is  such a cheap meat.. that it doesn't warrant the $200 something price tag that it carries. I also am especially harsh on places that are over-hyped and I think this place is in that category. Do I think it was good? ABSOLUTELY.. I mean how can anything cooked for that long not be good? And how could anything dripping with fat not tickle the taste buds? But do I think there's somewhere better with better pricing? absolutely..",7,7,5,7
1459,68958,333,6/22/14,"I write this review while in food euphoria so, excuse me if I gush. Everything about Queens Comfort is fantastic. The host is entertaining and competent.  He made the 56 minute wait quite entertaining. The staff is great and service is quick. Oh, they have a DJ who plays the best southern jazz, blues, funk, etc. Ok - on to the food. It's all amazing. My mouth is tingling with pleasure.  I must recommend the chicken an waffles. I have never had a chicken breast so tender and juicy.  My hubby had the pulled pork sandwich that also got rave reviews. This is the kind of place that you will return to repeatedly just to try everything on the menu.",8,8,9,6
1460,7534,922,9/14/13,"Awesome Soba and Udon soup, feels very traditional and classic - come here for the real stuff. I've been here twice with my GF and have been happy each time - for me, it's always hot Udon soup, duck meat, eggs, all sorts of yummy goodness.  The large bowl is enough for me, very filling.  Great ingredients, all around a tasty meal. She's gotten different things, often cold soba noodles as it was summer.  Most of the time she's been very happy too, but once she got the Yamakake - it was a nasty slimy pile of yams.  Skip it, get almost anything else here. As the weather eventually gets cold, I'll be here and get some good udon noodles again - if you love good Japanese food, you'll be happy here too.",8,3,7,3
1461,8860,514,1/6/13,"Holy cheese grits. Delicious, and I have lived in Texas and Louisiana. My man got a breakfast sandwich that rocked. Somehow we saved room for a banana caramel shake. And then we needed a long walk! Love this place for comfort food that isn't coated in grease.",9,9,8,9
1462,72029,828,8/5/13,"I discovered this place about a month ago and i've probably been here over 10 times now. I go for lunch all the time. Its in the middle of nowhere and its usually empty. Everything is good. One of my faves is the cold buckweat noodles extra spicy. If you order hand pulled noodles, you get to watch someone pull the noodles out in front of you -- sweet. And its cheap as can be. Probably the best deal in Brooklyn i can think of.",9,8,8,7
1463,23895,78,1/17/12,This is a great restaurant it is my favorite place to go to in the city great food and the best chicken scrapiello ever and the best dessert ( titanic ),9,8,9,6
1464,7164,247,11/25/13,"Honestly, this will be my first time giving a place 4 stars based mainly on ambiance and service. I think it would be hard not to enjoy a meal at Ippudo. First their organization in spite of the fact that the wait time is hours long for a table is on point. They dont play. Secondly, when you are seated there are a flurry of american japanese yelling waiters at your service. Dirty your napkin? BAM new one in ten seconds. Out of water? LIES, that never happens there. The food was nice, the pork bun is hands down best one I've tried, the meat is chock full of flava' and they have some special sauce action going on in there. The ramen itself is nice, I appreciated the kae dama ( more noodles for 2 bucks) option since I found the noodles a bit thin. The chashu pork was good no complaints there. Still I feel like if you are going to charge 13 bucks for ramen which is essentially street food in Japan from what ive heard, you better be doing something special with it. I didnt feel like Ippudos ramen on its own was a game changer, but I can definitely get behind this restaurant as a whole experience.",6,5,8,9
1465,38130,300,7/24/13,"nothing special, kinda of a tourist trap.",1,6,1,6
